,Bedrooms,Bathrooms,Size,Crime,Transit,Shopping,Health,Entertainment,Community,Diversity,Schools,Employment,size*crime,size*transit,size*health,size*shopping,size*entertainment,size*community,size*diversity,size*school,size*employment,Rank
0,1.0,0.5,1.0,-0.13763440860215034,-0.050724637681159424,-0.0552423900789177,0.5772870662460567,-0.10540540540540541,-0.25083240843507215,-0.3477737665463298,-0.7553551296505073,0.04229607250755305,1.0,0.48164801595960227,1.0,0.060919652036245386,0.01878367495198137,-0.023441752786228,0.4112020528845088,-0.3709290832832222,0.6849676889287823,1.0
1,0.0,0.0,0.0,-1.8946236559139784,0.9492753623188406,0.9447576099210823,-2.04416403785489,0.8945945945945944,0.30410654827968925,-0.5679903730445247,0.12626832018038334,0.5740181268882176,-0.531726087797643,0.6114912253358686,-0.3041903046746243,0.4209190818238078,0.36372892363066667,0.11528139023768366,-0.2723385564114594,0.06333161209198801,0.09610147694484952,0.0
2,-1.0,-0.5,-1.0,-1.756989247311828,1.0,1.0,-2.621451104100947,1.0,0.5549389567147615,-0.22021660649819497,0.8816234498308907,0.5317220543806646,-1.531726087797643,0.12984320937626634,-1.3041903046746244,0.3599994297875624,0.34494524867868526,0.13872314302391167,-0.6835406092959682,0.4342606953752102,-0.5888662119839327,0.0
3,0.5,0.0,0.0,-1.9698924731182794,0.20434782608695654,0.7463359639233369,-1.823343848580442,0.8081081081081082,0.749167591564928,-0.025270758122743788,-0.18376550169109362,1.0,-0.5528502797078785,0.13163398896543127,-0.27133024089804453,0.3325160288393326,0.32856479808329103,0.2839961255855346,-0.012116757806442197,-0.09217011402673246,0.16741888878286945,1.0
4,-0.5,-0.5,-1.0,-1.832258064516129,0.255072463768116,0.8015783540022547,-2.4006309148264986,0.9135135135135136,1.0,0.32250300842358604,0.5715896279594137,0.9577039274924469,-1.5528502797078787,-0.350014026994171,-1.2713302408980445,0.27159637680308724,0.3097811231313096,0.3074378783717626,-0.42331881069095095,0.2787589692564898,-0.5175488001459129,1.0
5,0.5,0.0,0.0,-0.07526881720430108,-0.744927536231884,-0.1984216459977453,0.22082018927444805,-0.08648648648648637,0.4450610432852386,0.542719614921781,-0.31003382187147693,0.42598187311178237,-0.021124191910235533,-0.4798572363704373,0.032860063776579775,-0.08840305298447515,-0.035164125547375615,0.16871473534785092,0.2602217986050172,-0.15550172611872048,0.07131741183801993,1.0
6,0.0,0.0,0.08333333333333333,-1.9698924731182794,0.20434782608695654,0.7463359639233369,-1.823343848580442,0.8081081081081082,0.749167591564928,-0.025270758122743788,-0.18376550169109362,1.0,-0.552144964452111,0.20192481531124343,-0.2547944110462479,0.3992644259553994,0.39570831827496195,0.3532523377483583,0.061861062333056084,-0.04364810023099881,0.2506769999045825,1.0
7,-1.0,-0.5,-0.9166666666666666,-1.832258064516129,0.255072463768116,0.8015783540022547,-2.4006309148264986,0.9135135135135136,1.0,0.32250300842358604,0.5715896279594137,0.9577039274924469,-1.5521449644521113,-0.2797232006483588,-1.254794411046248,0.33834477391915396,0.37692464332298053,0.3766940905345863,-0.3493409905514527,0.3272809830522234,-0.43429068902419987,0.0
8,0.0,0.0,0.08333333333333333,-0.07526881720430108,-0.744927536231884,-0.1984216459977453,0.22082018927444805,-0.08648648648648637,0.4450610432852386,0.542719614921781,-0.31003382187147693,0.42598187311178237,-0.020418876654468072,-0.4095664100246251,0.04939589362837642,-0.0216546558684084,0.03197939464429529,0.23797094751067463,0.3341996187445154,-0.10697971232298682,0.15457552295973292,1.0
9,-0.5,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007053152557674635,0.07029082634581216,0.016535829851796646,0.06674839711606675,0.0671435201916709,0.0692562121628237,0.07397782013949829,0.04852201379573365,0.083258111121713,0.0
10,1.0,1.0,0.8333333333333334,-1.9698924731182794,0.20434782608695654,0.7463359639233369,-1.823343848580442,0.8081081081081082,0.749167591564928,-0.025270758122743788,-0.18376550169109362,1.0,-0.5457971271502038,0.8345422524235531,-0.1059719423800781,1.0,1.0,0.976558247213772,0.7276614435885406,0.39305002393060395,1.0,1.0
11,0.0,0.5,-0.16666666666666666,-1.832258064516129,0.255072463768116,0.8015783540022547,-2.4006309148264986,0.9135135135135136,1.0,0.32250300842358604,0.5715896279594137,0.9577039274924469,-1.545797127150204,0.35289423646395074,-1.105971942380078,0.9390803479637546,0.9812163250480187,1.0,0.3164593907040319,0.7639791072138262,0.3150323110712177,1.0
12,1.0,1.0,0.8333333333333334,-0.07526881720430108,-0.744927536231884,-0.1984216459977453,0.22082018927444805,-0.08648648648648637,0.4450610432852386,0.542719614921781,-0.31003382187147693,0.42598187311178237,-0.0140710393525609,0.22305102708768443,0.1982183622945462,0.5790809181761922,0.6362710763693333,0.8612768569760884,1.0,0.32971841183861594,0.9038985230551505,1.0
13,0.5,1.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007053152557674636,0.7029082634581217,0.16535829851796643,0.6674839711606675,0.671435201916709,0.6925621216282375,0.7397782013949828,0.48522013795733643,0.8325811112171306,1.0
14,1.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006347837301907172,0.6326174371123096,0.1488224686661698,0.6007355740446008,0.6042916817250381,0.6233059094654138,0.6658003812554846,0.43669812416160275,0.7493230000954175,1.0
15,0.5,0.0,0.08333333333333333,-1.8494623655913978,0.8565217391304347,0.8647125140924463,-1.04416403785489,0.37972972972972974,0.2486126526082131,-0.1191335740072203,0.17361894024802696,0.8308157099697887,-0.5127037353495945,0.6921682615878557,-0.11948821998453008,0.4608096345776823,0.19245882873082237,0.13182280805142096,0.009342589551210732,0.16552803562308777,0.21762369866981235,1.0
16,-0.5,-0.5,-0.9166666666666666,-1.7118279569892474,0.9072463768115941,0.919954904171364,-1.6214511041009467,0.4851351351351351,0.4994450610432853,0.22864019253910953,0.9289740698985343,0.7885196374622356,-1.5127037353495945,0.2105202456282535,-1.11948821998453,0.3998899825414369,0.173675153778841,0.15526456083764897,-0.40185946333329803,0.53645711890631,-0.46734399025896994,1.0
17,0.5,0.0,0.08333333333333333,0.045161290322580636,-0.09275362318840588,-0.08004509582863595,1.0,-0.5148648648648648,-0.05549389567147614,0.44885679903730447,0.047350620067643616,0.256797583081571,0.019022352448048487,0.08067703625198717,0.18470208469009425,0.0398905527538745,-0.17127009489984427,0.016541417813737313,0.28168114596267013,0.10219642353109976,0.12152222172496283,1.0
18,0.0,0.0,0.08333333333333333,0.12043010752688171,0.6521739130434782,0.11837655016910935,0.779179810725552,-0.42837837837837844,-0.5005549389567148,-0.09386281588447651,0.35738444193912056,-0.16918429003021135,0.04014654435828402,0.5605342726224245,0.15184202091351448,0.12829360573834964,-0.13610596935246866,-0.15217331753411362,0.021459347357652928,0.25769814964982024,0.050204809886942904,0.0
19,0.5,0.0,0.0,0.12043010752688171,0.6521739130434782,0.11837655016910935,0.779179810725552,-0.42837837837837844,-0.5005549389567148,-0.09386281588447651,0.35738444193912056,-0.16918429003021135,0.03944122910251656,0.4902434462766123,0.13530619106171785,0.0615452086222829,-0.20324948954413957,-0.2214295296969373,-0.052518472781845356,0.2091761358540866,-0.03305330123477009,1.0
20,-0.5,-1.0,-0.75,0.12043010752688171,0.6521739130434782,0.11837655016910935,0.779179810725552,-0.42837837837837844,-0.5005549389567148,-0.09386281588447651,0.35738444193912056,-0.16918429003021135,0.033093391800609384,-0.14237399083569727,-0.013516277604451983,-0.5391903654223178,-0.8075411712691777,-0.844735439162351,-0.7183188540373299,-0.2275219883075162,-0.7823763013301877,0.0
21,0.5,0.0,0.08333333333333333,-1.8344086021505375,0.7855072463768117,0.9368658399098082,-1.4447949526813884,0.6756756756756757,0.6315205327413985,-0.8567990373044525,0.014656144306651603,0.4471299093655589,-0.5077735817117799,0.6387861974377358,-0.18905860972071697,0.4983229045950738,0.33287409122346134,0.3012090336510737,-0.4033987414138049,0.07248754617379374,0.14266353336953005,1.0
22,-0.5,-0.5,-0.9166666666666666,-1.6967741935483873,0.8362318840579711,0.992108229988726,-2.022082018927445,0.7810810810810811,0.8823529411764707,-0.5090252707581228,0.770011273957159,0.40483383685800584,-1.5077735817117799,0.15713818147813352,-1.189058609720717,0.43740325255882834,0.31409041627147993,0.3246507864373017,-0.8146007942983137,0.443416629457016,-0.5423041555592523,1.0
23,0.5,0.0,0.08333333333333333,0.06021505376344086,-0.16376811594202895,-0.00789177001127399,0.5993690851735016,-0.21891891891891885,0.3274139844617092,-0.2888086642599278,-0.11161217587373173,-0.12688821752265872,0.02395250608586306,0.027294972101867192,0.11513169495390736,0.07740382277126598,-0.0308548324072053,0.18592764341339005,-0.13106018500234554,0.009155934081805726,0.04656205642468052,1.0
24,0.0,0.0,0.08333333333333333,0.13548387096774192,0.5811594202898551,0.1905298759864713,0.37854889589905366,-0.1324324324324325,-0.11764705882352935,-0.8315282791817088,0.19842164599774523,-0.5528700906344411,0.04507669799609859,0.5071522084723045,0.08227163117732758,0.16580687575574113,0.004309293140170314,0.017212908065539125,-0.39128198360736266,0.1646576602005262,-0.024755355413339408,0.0
25,0.5,0.0,0.0,0.13548387096774192,0.5811594202898551,0.1905298759864713,0.37854889589905366,-0.1324324324324325,-0.11764705882352935,-0.8315282791817088,0.19842164599774523,-0.5528700906344411,0.04437138274033113,0.43686138212649234,0.06573580132553093,0.09905847863967437,-0.06283422705150059,-0.05204330409728457,-0.465259803746861,0.11613564640479256,-0.10801346653505241,1.0
26,-0.5,-1.0,-0.75,0.13548387096774192,0.5811594202898551,0.1905298759864713,0.37854889589905366,-0.1324324324324325,-0.11764705882352935,-0.8315282791817088,0.19842164599774523,-0.5528700906344411,0.038023545438423956,-0.19575605498581725,-0.08308666734063887,-0.5016770954049263,-0.6671259087765388,-0.6753492135626983,-1.1310601850023456,-0.32056247775681024,-0.8573364666304699,0.0
27,0.0,0.0,0.0,0.01505376344086022,-0.07101449275362307,0.07215332581736196,-0.4006309148264983,0.2959459459459459,0.3829078801331854,-0.7376654632972323,-0.15896279594137536,-0.38368580060422974,0.004930153637814572,-0.053382064150119986,-0.06957038973618689,0.03751327001739147,0.14041526249263897,0.16938622559965275,-0.41274133096501564,-0.09304048944929404,-0.07496016530028231,0.0
28,0.5,0.5,0.5,-0.9698924731182794,0.5507246376811594,0.015783540022547917,-2.066246056782335,0.25675675675675674,-0.267480577136515,-0.2286401925391096,0.2446448703494927,-1.2567975830815712,0.013150099147173154,1.0,-0.24446774611936997,0.08149509701158371,0.28270907593271705,-0.0718965174520738,0.23656527145910636,0.6290709167167777,-0.08932430047565208,0.0
29,-0.5,0.0,-0.5,-0.832258064516129,0.6014492753623188,0.07102593010146561,-2.6435331230283916,0.3621621621621621,-0.016648168701442843,0.1191335740072202,1.0,-1.2990936555891244,-0.9868499008528269,0.5183519840403977,-1.2444677461193698,0.02057544497533832,0.26392540098073564,-0.0484547646658458,-0.17463678142540243,1.0,-0.7742919894044343,0.0
30,0.5,0.5,0.5,0.9247311827956989,-0.39855072463768115,-0.9289740698985344,-0.022082018927444776,-0.6378378378378378,-0.5715871254162043,0.33935018050541516,0.11837655016910935,-1.8308157099697888,0.5448761869448161,0.3885087746641314,0.05972255855525436,-0.3394239848122241,-0.08101984769794958,-0.18717790768975745,0.5089038278705657,0.5657393046247897,-0.18542577742050162,0.0
31,0.0,0.5,0.5,1.0,0.34637681159420286,-0.7305524239007891,-0.24290220820189282,-0.5513513513513514,-1.0166481687014428,-0.20336943441636582,0.4284103720405863,-2.256797583081571,0.5660003788550516,0.8683660110345687,0.02686249477867458,-0.2510209318277489,-0.04585572215057397,-0.35589264303760837,0.24868202926554855,0.7212410307435102,-0.2567431892585215,0.0
32,0.5,0.5,0.4166666666666667,1.0,0.34637681159420286,-0.7305524239007891,-0.24290220820189282,-0.5513513513513514,-1.0166481687014428,-0.20336943441636582,0.4284103720405863,-2.256797583081571,0.5652950635992842,0.7980751846887566,0.010326664926877938,-0.31776932894381565,-0.11299924234224487,-0.4251488552004321,0.17470420912605025,0.6727190169477765,-0.3400013003802345,0.0
33,-0.5,-0.5,-0.3333333333333333,1.0,0.34637681159420286,-0.7305524239007891,-0.24290220820189282,-0.5513513513513514,-1.0166481687014428,-0.20336943441636582,0.4284103720405863,-2.256797583081571,0.558947226297377,0.165457747576447,-0.13849580373929188,-0.9185049029884164,-0.7172909240672831,-1.0484547646658458,-0.4910961721294343,0.2360208927861738,-1.089324300475652,0.0
34,0.0,0.5,0.4166666666666667,0.8795698924731185,-0.3057971014492753,-0.8489289740698984,-1.0220820189274449,-0.122972972972973,-0.5160932297447282,-0.10950661853188931,0.07102593010146574,-2.08761329305136,0.5258538344967677,0.30783173841214423,-0.12497952613483988,-0.3793145375660985,0.09025024720189469,-0.20371932550349478,0.22722268190789563,0.46354288109369,-0.30694799914546445,0.0
35,0.0,0.5,0.4166666666666667,0.8645161290322582,-0.2347826086956522,-0.9210822998872604,-0.6214511041009465,-0.4189189189189189,-0.8990011098779135,0.628158844765343,0.2299887260428411,-1.7039274924471302,0.520923680858953,0.3612138025622642,-0.055409136398653,-0.4168278075834901,-0.05016501529074428,-0.3731055511031475,0.6399640128729113,0.556583370542984,-0.23198783384518212,0.0
36,0.5,0.5,0.16666666666666666,-1.5161290322580645,-0.35507246376811596,0.6820744081172492,-2.400630914826499,0.09459459459459457,0.1631520532741398,0.14320096269554744,-0.2390078917700113,-1.7673716012084595,-0.38157051540408515,-0.20846451170474736,-0.3528471799356906,0.42782284505818696,0.07588501947345538,0.12618748766417617,0.24358834810802674,-0.03208494562041628,-0.2840697510447373,1.0
37,-0.5,0.0,-0.8333333333333334,-1.3784946236559141,-0.30434782608695654,0.7373167981961669,-2.977917981072556,0.19999999999999998,0.413984461709212,0.49097472924187724,0.516347237880496,-1.8096676737160127,-1.381570515404085,-0.6901125276643496,-1.3528471799356905,0.3669031930219416,0.05710134452147401,0.14962924045040418,-0.16761370477648202,0.33884413766280597,-0.9690374399735197,0.0
38,0.5,0.5,0.16666666666666666,0.378494623655914,-1.3043478260869565,-0.2626832018038331,-0.3564668769716089,-0.7999999999999999,-0.14095449500554944,0.7111913357400722,-0.3652762119503946,-2.341389728096677,0.15015557239355784,-0.819955737040616,-0.04865687526106627,0.0069037632343792,-0.2878439041572113,0.010906097426492518,0.5159269045194861,-0.09541655771240429,-0.38017122798958686,1.0
39,0.0,0.5,0.16666666666666666,0.4537634408602151,-0.5594202898550725,-0.0642615558060878,-0.5772870662460569,-0.7135135135135136,-0.586015538290788,0.16847172081829123,-0.05524239007891768,-2.7673716012084597,0.17127976430379338,-0.34009850067017866,-0.08151693903764605,0.09530681621885435,-0.25267977860983565,-0.1578086379213584,0.25570510591446893,0.06008516840631618,-0.4514886398276068,0.0
40,0.5,0.5,0.08333333333333333,0.4537634408602151,-0.5594202898550725,-0.0642615558060878,-0.5772870662460569,-0.7135135135135136,-0.586015538290788,0.16847172081829123,-0.05524239007891768,-2.7673716012084597,0.17057444904802593,-0.4103893270159908,-0.0980527688894427,0.0285584191027876,-0.31982329880150656,-0.22706485008418212,0.18172728577497066,0.011563154610582533,-0.5347467509493198,1.0
41,-0.5,-0.5,-0.6666666666666666,0.4537634408602151,-0.5594202898550725,-0.0642615558060878,-0.5772870662460569,-0.7135135135135136,-0.586015538290788,0.16847172081829123,-0.05524239007891768,-2.7673716012084597,0.16422661174611874,-1.0430067641283003,-0.2468752375556125,-0.5721771549418131,-0.9241149805265446,-0.8503707595495958,-0.4840730954805139,-0.42513496955102026,-1.2840697510447374,0.0
42,0.0,0.5,0.08333333333333333,0.3333333333333333,-1.2115942028985507,-0.18263810597519717,-1.356466876971609,-0.28513513513513516,-0.0854605993340733,0.26233453670276774,-0.41262683201803824,-2.5981873111782483,0.13113321994550936,-0.9006327732926032,-0.23335895995116052,-0.0329867895194953,-0.11657380925736699,-0.005635320387244796,0.234245758556816,-0.19761298124350404,-0.5016934497145497,0.0
43,0.0,0.5,0.08333333333333333,0.31827956989247314,-1.1405797101449275,-0.25479143179255914,-0.9558359621451106,-0.581081081081081,-0.4683684794672587,1.0,-0.2536640360766629,-2.2145015105740185,0.1262030663076948,-0.8472507091424831,-0.16378857021497362,-0.07050005953688677,-0.25698907175000596,-0.17502154598689754,0.6469870895218316,-0.10457249179421002,-0.4267332844142674,0.0
44,0.0,0.0,-0.3333333333333333,-0.546236559139785,-0.9057971014492754,0.6662908680947013,-0.3343848580441641,-0.16216216216216217,0.4306326304106548,0.37184115523465705,-0.483652762119504,-0.5105740181268883,-0.3947206145512583,-1.2084645117047474,-0.10837943381632063,0.3463277480466032,-0.2068240564592617,0.19808400511625,0.0070230766489203945,-0.661155862337194,-0.19474545056908524,1.0
